x,y,v
58,18,7
58,20,8
58,22,9
58,24,9
58,26,10
58,28,11
58,30,12
58,32,13
58,34,14
58,36,16
58,38,17
58,40,19
58,42,20
58,44,22
58,46,24
58,48,26
58,50,29
58,52,31
58,54,33
58,56,36
58,58,39
58,60,41
58,62,44
58,64,47
58,66,49
58,68,51
58,70,54
58,72,56
58,74,58
58,76,59
58,78,61
58,80,62
58,82,63
58,84,63
58,86,62
58,88,62
58,90,61
58,92,60
58,94,59
58,96,57
58,98,55
58,100,53
58,102,51
58,104,48
58,106,46
58,108,43
58,110,40
58,112,37
58,114,35
58,116,32
58,118,30
58,120,27
58,122,25
58,124,23
58,126,21
58,128,19
58,130,18
58,132,16
58,134,15
58,136,13
58,138,12
58,140,11
58,142,10
58,144,9
58,146,9
58,148,8
60,0,5
60,2,5
60,4,5
60,6,5
60,8,6
60,10,6
60,12,6
60,14,6
60,16,7
60,18,8
60,20,8
60,22,9
60,24,9
60,26,10
60,28,11
60,30,12
60,32,13
60,34,14
60,36,16
60,38,17
60,40,18
60,42,20
60,44,22
60,46,23
60,48,25
60,50,28
60,52,30
60,54,32
60,56,35
60,58,37
60,60,40
60,62,42
60,64,44
60,66,47
60,68,49
60,70,51
60,72,53
60,74,55
60,76,56
60,78,58
60,80,58
60,82,59
60,84,60
